From	To	Species	Gene Name
3123	Q9TQ70_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30130_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q0PGR5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6QUQ1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BD21_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q0PQ39_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q56FN7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29874_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95IG7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q860I3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MXZ3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29893_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q50EW5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA89_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30159_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ23_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MY14_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q13365_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GIY3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA91_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861F4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5U8S4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861F8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCN3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30124_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30103_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29904_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCS7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q1JRP4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAA5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95381_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q1KLJ9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LTJ8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q53ZR8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5K3W3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6DMR0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MY03_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5ID26_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6T713_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCS5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29799_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861H6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30123_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8SNB5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ39_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MYC2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29711_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29649_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MYG3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30129_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q06RK2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAA4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q45G75_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6WIG7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q56FP2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6T865_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TPX0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29719_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ40_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	P79494_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q2LDE4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q202I5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ47_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q307W5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCN9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	P79606_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	2B14_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q31640_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8SNC0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GIL5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q59HP9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8WLR9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5W3L4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861A4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TPW2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ45_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LTJ3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29803_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q7YP04_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q860I2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8NEI3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q31624_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29816_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29919_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95HL8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA94_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29902_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5Y7D1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q4JH26_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q860E1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6T718_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30110_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q4A1G9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q7YQA7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6UB42_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA87_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q14FK8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30162_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5NT90_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q70IU8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8WLS0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9UEX8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA95_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q4ZJJ2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	P79550_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q4U0U6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861H3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MXZ6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8MGZ2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q1KLJ6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861C6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29632_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q4U4M7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	2B18_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30200_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q1G0Z7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29706_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA84_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAA2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BD26_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA97_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCP9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29732_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3KTM1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAA9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAC3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q2MF40_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29745_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29770_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q7YQA3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	P79548_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29726_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q768U4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30112_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GJ28_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ59_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8MGZ7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q701T1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAB8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9Y4H8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8HWT8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q2YHQ2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29804_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TPW8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29834_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6WIG6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GJ25_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861G6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29651_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GIY1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q4F6M7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q7YQ30_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5DUF5_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ44_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MYB9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95IE4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	2B1A_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9UIN0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q702H0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29957_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ83_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TPW3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	P79604_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GIY2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6S5I0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6RCM2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29727_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q5NDB9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q1G0Z9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30114_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29786_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	2B1F_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MYA1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q19A33_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95465_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MY77_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95HK7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q45FZ4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q7YNY9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCP8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30152_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q860Y8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GJG1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29792_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q45W57_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAB7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQE1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9MY46_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TPB6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA99_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6Y1S2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6LBW7_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q860E6_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29771_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q8MGZ9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCP4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAA3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q19K83_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29690_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29692_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LA85_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q31636_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q860T0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q861H4_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GIY9_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q29685_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q1AP33_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TPE1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9BCM2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9GJ59_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAB0_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q6J8I8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q30157_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q14QT2_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q58HT8_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q9TQ49_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q95IF1_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
3123	Q3LAB3_HUMAN	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
