EntrezID	GeneLength	GL7	GL8	GL9	GL10	GL11	GL12
109129	1302	816	902	883	945	816	1035
109135	5133	169	235	222	187	256	181
109136	2843	100	91	100	121	127	133
109145	1364	826	855	833	536	501	532
109151	11517	2226	2669	2368	3165	3612	3441
109154	5952	6665	7653	7357	8392	8143	9128
109161	2941	436	402	402	474	395	519
109163	1757	53	31	56	23	38	42
109168	6699	3407	4071	3797	2863	3249	3499
109169	4539	267	166	130	217	281	290
109181	6448	616	733	638	727	792	831
109198	2094	0	0	0	0	0	0
109202	1893	21	36	44	50	71	60
109205	4980	29	25	45	54	49	77
109212	1466	670	800	737	514	368	548
109215	902	0	0	0	0	0	0
109218	1147	4	1	0	1	1	1
109222	1411	207	189	201	245	293	261
109225	939	1	0	1	5	6	5
109226	1513	0	0	0	0	0	0
109229	1890	345	309	287	419	348	341
109232	1922	63	52	46	86	71	66
109241	7055	341	383	396	613	684	673
109242	5598	484	595	583	254	292	311
109245	5230	146	117	130	182	166	150
109246	3930	0	1	0	1	1	0
109254	2566	1	0	1	1	0	0
109263	6585	952	989	970	1210	1148	1254
109264	4370	151	141	78	112	230	152
109267	2724	9	11	14	10	12	14
109270	1835	386	419	475	324	225	276
109272	3919	1	0	4	41	25	32
109275	2377	529	503	549	488	505	485
109280	1455	3	2	0	1	2	3
109284	1821	1242	1268	1180	1497	1352	1224
109292	3251	1	0	0	5	6	0
109294	11187	1	2	0	1	0	0
109299	2693	662	697	710	508	582	575
109305	1871	183	160	191	265	294	232
109314	1183	0	0	0	0	0	0
109323	1692	0	0	0	0	0	0
109331	4312	2209	2549	2580	2499	2275	2525
109332	3849	0	0	0	0	0	0
109333	6207	1661	1853	1646	1563	1644	1657
109335	1303	0	0	0	0	0	0
109342	2261	3	0	2	3	2	1
109344	933	134	149	144	312	265	258
109346	1786	118	143	142	173	161	141
109349	1319	2	0	0	0	0	0
109359	2892	741	846	747	833	782	886
109361	3607	303	396	417	479	417	449
109552	2466	1366	1380	1440	1790	1687	1865
109575	1778	0	0	0	0	0	0
109593	2101	0	0	0	0	0	0
109594	1071	0	0	0	3	0	3
109620	9592	0	0	0	2	0	0
109624	4035	0	1	0	2	1	1
109637	1308	1	5	1	7	1	1
109648	547	0	0	0	0	0	0
109652	1431	233	229	209	209	220	246
109658	4682	2547	2917	2883	2074	2071	2044
109660	888	16	15	17	22	13	15
109663	915	0	0	0	0	0	0
109672	749	589	380	506	522	525	816
109674	3650	1470	1677	1646	946	1066	900
109676	7547	1	0	0	2	0	0
109685	1830	6	4	5	5	9	12
109689	7112	498	618	591	597	769	693
109697	1578	0	0	0	0	0	0
109700	5984	2	2	0	7	1	3
109711	3739	452	535	783	712	929	931
109731	2412	0	0	0	0	0	0
109754	2031	362	409	411	405	364	379
109778	1170	327	390	414	231	237	300
109785	4582	396	422	412	339	325	376
109791	494	0	0	0	0	0	0
109801	1940	631	630	612	625	609	662
109815	1191	464	456	473	627	529	635
109820	1384	0	0	0	0	0	0
109821	2244	0	0	0	0	0	0
109828	2547	0	0	0	0	0	0
109857	1167	0	0	2	0	3	0
109880	9728	718	782	691	873	970	885
109889	3497	18	9	16	17	30	8
109900	1529	294	294	314	381	338	369
109901	1106	1	0	0	1	2	1
109904	3614	0	0	0	0	0	0
109905	1392	1319	1212	1038	1235	1081	1439
109910	6541	3715	3590	3409	4079	3952	4287
109929	1777	362	355	352	258	269	293
109934	5801	1420	1731	1577	1186	1434	1205
109959	1577	0	0	0	0	0	0
109978	2384	61	132	117	77	106	90
109979	1564	0	0	0	0	0	0
110006	2456	907	1003	1019	894	835	939
110012	1101	360	283	308	360	298	347
110033	2064	3019	3632	3416	1700	1341	1926
110052	2602	11284	12933	12233	6985	5988	8318
110058	1617	0	0	0	0	0	0
110074	2512	3512	3945	3885	1421	1475	1708
110075	3112	0	0	0	0	0	0
110078	3838	1519	1609	1569	1762	1430	1713
110082	15615	3	0	4	34	23	18
110083	3015	0	1	0	0	0	0
110084	12872	312	429	443	253	408	258
110094	5252	1057	1226	1059	869	913	947
110095	2821	26	15	19	112	18	48
110109	2623	1666	1654	1585	1036	989	1106
110115	2398	0	0	0	0	0	0
110119	1757	333	370	396	338	326	333
110135	1575	0	0	0	0	0	0
110147	4061	4203	4533	4489	4685	4400	4428
110157	3066	2008	2187	2128	2510	2456	2433
110168	1310	311	218	252	667	508	551
110172	1169	525	485	527	615	526	592
110173	3675	569	547	496	810	712	905
110175	1362	81	78	89	71	59	81
110187	529	0	0	0	0	0	0
110196	1223	187	127	165	89	81	92
110197	5506	1	2	2	14	2	7
110198	1648	143	158	176	195	175	204
110208	2224	1769	1724	1791	1968	1714	1980
110213	2803	3186	3384	3182	4735	3975	4231
110253	7736	771	900	904	1219	874	953
110257	563	5	1	3	9	1	1
110265	1860	988	952	927	1033	933	1028
110279	6537	1806	2435	1899	4800	6837	4733
110304	1474	0	0	0	1	0	0
110308	2190	0	0	0	1	0	0
110310	1586	0	0	0	0	0	2
110312	748	103	104	122	62	53	70
110323	505	1798	1772	1740	1592	1372	1701
110326	2785	0	3	2	3	1	1
110332	2476	20	15	12	11	12	16
110333	2687	0	0	0	0	0	0
110350	13972	509	610	501	734	878	841
110351	3218	0	1	1	16	3	3
110355	3182	12271	10968	10411	10527	7315	9084
110379	1301	1607	1603	1541	1502	1202	1496
110380	7494	0	1	2	1	1	3
110382	2239	0	0	0	0	0	0
110385	3203	24	17	12	384	372	258
110391	1394	1095	1112	1075	789	725	905
110417	2353	368	417	425	484	474	484
110446	3373	1329	1540	1582	1397	1268	1525
110454	828	18	13	31	55	15	15
110460	2076	463	455	426	258	245	275
110511	924	0	0	0	0	0	0
110521	8753	839	857	884	1409	1124	1214
110524	4545	385	441	412	598	652	538
110532	6634	11	11	14	7	4	14
110542	1947	1	1	0	1	0	2
110557	981	1656	2778	2521	4476	4452	3446
110558	1528	1171	1523	1664	2367	2281	1896
110593	7308	909	1077	971	1459	1456	1510
110595	1416	0	0	0	0	0	0
110596	6259	0	0	0	1	0	1
110606	2560	367	375	355	215	216	231
110611	6238	3516	4523	4388	3579	3505	3936
110612	349	12	0	1	194	5	68
110616	5404	1211	1191	1157	1253	1172	1287
110637	3464	3	5	7	4	1	1
110639	3638	4245	4469	4411	3918	2921	3983
110648	3338	0	0	0	0	0	0
110651	2223	686	965	815	730	804	916
110695	3199	61	81	64	54	45	60
110696	1592	0	0	0	0	0	0
110749	1913	982	995	1055	439	456	531
110750	3604	4712	5432	5299	3430	3365	3996
110751	3165	2	8	6	11	4	12
110759	38	0	1	1	1	2	1
110760	39	0	0	0	0	0	0
110761	38	0	0	0	0	0	1
110762	38	72	69	58	104	124	89
110763	38	66	67	59	161	170	116
110784	4087	0	0	0	1	1	2
110785	320	1387	13	242	4721	260	1360
110786	317	12	4	8	38	8	15
110787	317	715	75	302	2972	567	1144
110789	19328	0	0	1	0	0	0
110794	1238	6	5	6	19	1	8
110796	5814	1217	1356	1301	819	1079	894
110805	1116	0	0	0	0	0	0
110809	5262	15985	15955	15267	10981	10147	12507
110816	3871	983	1030	1034	634	590	682
110821	2603	546	647	576	482	505	580
110826	815	1245	1291	1315	1106	1044	1266
110829	4244	1949	2044	1802	1647	1461	1883
110834	3123	0	0	0	0	0	0
110835	2738	0	0	0	0	0	0
110842	1464	1321	1403	1377	984	825	1101
110854	2577	3530	3806	3773	3535	3114	3858
110855	2967	0	0	0	0	0	0
110862	2878	0	0	0	0	0	0
110876	8690	0	0	0	0	0	0
110877	3118	3	4	3	1	2	3
110880	6598	92	68	66	655	750	467
110886	2674	0	0	0	0	0	0
110891	4235	0	0	0	0	0	0
110893	5068	1	0	0	1	0	0
110895	3822	0	0	0	0	0	0
110902	3527	4	5	5	3	5	9
110911	8278	2994	3153	2791	5514	5679	5364
110920	4162	726	761	621	653	611	788
110935	1927	1	0	0	0	0	2
110948	4833	40	49	39	36	29	43
110954	795	286	277	271	229	271	250
110957	3212	28	28	27	29	10	20
110958	2051	377	428	486	349	446	395
110959	1922	525	523	508	378	407	516
110960	2636	2214	2307	2267	1804	1460	1927
110962	4046	1052	1108	1202	1486	1534	1222
111002	1043	0	0	1	0	0	0
111173	9787	1677	2050	2265	3114	2479	3416
111174	999	0	0	0	0	0	0
111175	1186	95	100	82	27	54	48
111186	979	0	2	0	0	0	0
111241	1599	8826	8739	9043	7727	6285	7385
111970	2793	275	351	296	257	281	232
111975	4778	0	0	0	0	0	0
112403	1472	354	402	429	373	324	356
112405	3524	1236	1084	1108	840	834	803
112406	2107	929	936	977	1156	1033	947
112407	2676	128	101	98	87	43	66
112408	918	0	0	0	0	0	0
112415	4739	49	42	39	35	42	33
112417	1879	0	0	0	0	0	0
112418	1101	11	6	8	20	12	15
112419	3365	12	6	15	18	13	13
112422	2555	28	29	30	37	49	46
113845	909	0	0	0	0	0	0
113846	933	0	0	0	0	0	0
113847	942	0	0	0	0	0	0
113848	942	0	0	0	0	0	1
113849	930	0	0	0	0	0	0
113850	840	0	0	0	0	0	0
113851	948	0	0	0	0	0	0
113852	933	0	0	0	0	0	0
113853	1122	0	0	0	0	0	0
113854	933	0	0	0	0	0	0
113855	933	0	0	0	0	0	0
113856	930	0	0	0	0	0	0
113857	933	0	0	0	0	0	0
113858	936	0	0	0	0	0	0
113859	912	0	0	0	0	0	0
113860	900	0	0	0	0	0	0
113862	903	0	0	0	0	0	0
113863	900	0	0	0	0	0	0
113864	912	0	0	0	0	0	0
113865	909	0	0	0	0	0	0
113868	1758	543	576	558	670	622	613
114128	1897	0	0	0	2	2	0
114141	1150	0	0	0	0	0	0
114142	7072	0	0	0	0	0	0
114143	996	637	536	599	1048	867	905
114228	807	0	0	0	0	0	0
114229	3163	3	2	0	6	7	5
114230	1575	15	8	14	6	7	9
114249	3732	0	0	0	0	0	0
114255	2604	64	38	46	137	78	115
114301	2394	1	0	0	0	0	0
114304	4565	0	0	0	0	0	1
114332	2607	0	0	0	1	0	1
114479	2928	4	10	3	2	1	4
114564	2719	0	0	0	0	0	0
114565	6011	299	368	311	360	384	341
114566	2100	0	0	0	0	0	0
114570	1014	0	0	0	0	0	0
114584	1159	5421	5282	5017	8380	7143	8806
114585	882	45	51	40	92	62	81
114600	977	0	0	0	0	0	0
114601	6447	1226	1265	1165	1769	1802	1829
114602	1753	6	4	3	10	7	6
114604	6346	457	438	424	633	537	518
114606	2015	24	18	18	69	63	82
114615	4971	110	105	134	107	165	119
114640	569	0	0	0	0	0	0
114641	1040	137	172	148	154	156	189
114642	5025	14	19	18	44	51	35
114643	2286	160	166	195	291	281	302
114644	3224	0	1	0	0	1	1
114652	450	0	0	0	0	0	0
114654	605	0	0	0	0	0	0
114660	2015	0	0	0	0	0	0
114661	1190	0	0	0	0	0	0
114662	1181	0	0	0	0	0	0
114663	1386	516	591	596	251	287	298
114664	1699	273	304	254	713	669	830
114666	1177	0	0	0	0	0	0
114668	709	0	0	0	0	0	0
114671	1773	3	0	0	2	0	1
114672	2628	2	1	2	7	4	2
114673	1382	0	0	0	0	0	0
114674	3468	187	191	187	188	206	175
114675	8393	0	0	0	0	0	0
114676	1545	54	57	67	75	81	88
114679	872	2	13	16	21	15	17
114712	886	0	0	0	0	0	0
114713	5699	584	586	557	627	697	713
114714	2954	258	317	331	152	140	177
114715	2998	375	491	478	463	716	821
114716	2872	146	125	167	270	179	293
114741	4491	5438	6791	6417	4503	4142	5105
114763	1160	0	0	0	0	0	0
114774	1828	1	0	1	2	2	0
114863	4536	777	827	865	756	761	726
114868	3067	0	0	0	0	0	0
114871	1963	0	0	0	0	0	0
114872	5441	0	0	0	0	0	0
114873	6885	0	0	0	0	0	0
114874	5198	560	520	465	543	520	541
114875	2182	0	0	0	0	0	0
114886	2331	0	0	0	0	0	0
114889	3568	0	0	0	0	0	0
114893	3545	740	757	607	675	752	771
114896	4268	1009	1105	1215	946	854	1015
116701	2656	95	82	92	60	51	62
116731	5248	0	0	0	0	0	0
116732	1141	0	0	0	0	0	0
116733	2075	1025	1093	950	1095	1052	1087
116746	323	0	0	0	0	0	0
116748	913	201	199	173	151	151	164
116810	2970	0	0	0	0	0	0
116837	4072	0	0	0	0	0	0
116838	4800	0	0	0	4	7	3
116847	3602	0	1	0	0	0	0
116848	8369	4452	4808	4511	8363	8509	8015
116849	1111	0	0	0	0	0	0
116852	1306	0	0	0	0	0	0
116870	2775	1843	2150	1994	1573	1637	1590
116871	3059	239	240	192	275	150	236
116872	1887	6	0	2	0	1	1
116873	4910	443	470	475	484	422	515
116891	3623	608	600	584	820	705	819
116903	962	0	0	0	0	0	0
116904	6369	1	1	0	6	4	2
116905	2103	392	414	395	362	350	361
116911	4221	0	0	0	0	0	0
116913	710	0	0	0	0	0	0
116914	3546	249	270	280	187	125	148
116939	4649	0	0	0	0	0	0
116940	4328	1274	1494	1514	1107	997	1256
116972	930	6	10	13	8	9	9
117004	942	0	0	0	0	0	0
117005	957	0	0	0	0	0	0
117066	1381	0	0	0	0	0	0
117109	991	595	570	598	306	292	356
117146	5191	1640	1744	1744	2033	1772	1925
117147	2041	0	0	0	0	0	0
117148	1971	0	0	0	0	0	0
117149	4868	499	676	650	446	517	512
117150	3374	538	565	488	989	799	943
117158	842	0	0	0	0	0	0
117160	3456	0	2	1	5	5	5
117167	3140	3	0	2	2	3	4
117171	1092	469	417	499	443	445	468
117172	943	0	0	0	0	0	0
117197	1306	287	236	220	280	252	228
117198	5037	11489	15834	14576	7233	7926	6798
117229	2394	0	0	0	0	0	0
117586	1823	0	0	0	0	0	0
117589	5057	492	480	421	523	552	595
117590	2318	440	541	537	462	694	469
117591	3865	94	97	83	243	303	271
117592	3213	244	189	197	145	132	167
117599	4532	1303	1449	1531	946	1053	978
117600	3414	0	0	0	0	0	0
117606	4428	0	0	0	0	0	0
118445	2652	377	301	321	237	226	249
118446	3515	0	0	0	0	0	0
118449	7116	0	0	0	0	0	0
118451	2079	709	708	797	546	563	580
118452	2315	0	0	0	0	0	0
118453	2311	0	0	1	0	1	1
118454	2254	9	3	10	128	73	114
121021	8050	0	0	0	0	0	0
121022	780	156	112	133	86	94	107
140474	11281	0	0	0	0	0	0
140475	2716	7	7	6	26	24	22
140476	5757	0	0	0	0	0	1
140477	4033	0	0	0	0	0	0
140481	4022	432	575	581	844	631	673
140482	1999	413	390	391	453	415	400
140483	1640	0	0	0	0	0	1
140484	5607	1008	1153	1036	1056	995	1172
140486	8382	0	0	0	0	0	0
140488	4347	32	24	23	18	26	23
140489	2520	0	0	0	0	0	0
140491	7120	0	0	0	0	0	0
140492	2046	0	0	0	0	0	0
140493	7617	0	0	0	0	0	0
140494	3285	16	8	11	24	23	38
140497	1139	0	3	2	10	5	4
140498	3389	0	0	0	0	0	0
140499	3502	684	560	569	637	556	632
140500	4313	449	392	424	557	474	470
140546	1574	581	646	636	477	474	477
140557	4040	2	3	0	0	0	0
140559	2234	1173	1056	1066	1151	976	940
140570	6556	138	203	144	132	118	125
140571	6022	0	0	0	0	0	0
140577	4817	197	158	182	1287	862	998
140579	5871	894	979	921	729	687	734
140580	3607	2277	2964	2781	1823	2060	2047
140629	3684	258	275	249	189	204	208
140630	6061	1493	1714	1665	2101	1997	2316
140703	1911	1239	1384	1173	2643	3213	2558
140709	2705	13	12	16	15	12	2
140721	4722	171	168	190	208	202	188
140723	3678	0	0	0	0	0	0
140740	6032	3757	3940	3607	5418	5818	5143
140741	1092	0	0	0	0	0	0
140742	3339	851	800	792	1617	1528	1884
140743	1887	123	108	136	94	75	116
140765	2885	381	380	367	731	940	969
140780	6568	556	487	459	527	523	507
140781	6054	0	0	0	0	0	0
140792	3322	0	1	0	2	0	2
140795	1798	20	1	8	63	7	14
140806	1064	0	0	0	0	0	0
140810	11269	733	759	720	903	1013	939
140858	2900	2217	2404	2300	1501	1454	1656
140859	2800	193	225	246	218	229	203
140887	4543	526	482	477	490	502	502
140904	2936	0	0	0	0	0	0
140917	4288	542	648	618	373	460	453
140918	1730	0	0	0	0	0	0
140919	4320	0	0	0	0	0	0
142681	2027	0	0	0	0	0	0
142682	6476	1	1	0	1	1	4
142687	2101	4	3	3	5	1	8
142688	2366	358	323	385	561	551	414
142980	4327	10	9	8	25	14	39
170439	5951	3182	3859	3436	5038	9508	6139
170441	3347	0	0	0	0	0	0
170442	1628	0	0	0	0	0	0
170458	588	0	0	0	0	0	0
170459	2985	612	706	708	533	532	547
170460	2425	115	116	130	128	123	145
170461	1402	6	9	7	8	9	7
170472	3418	396	477	520	493	468	464
170483	3274	53	42	54	46	42	34
170484	3108	0	0	0	0	1	1
170571	4850	0	0	0	0	0	0
170574	2284	0	0	0	0	0	0
170625	4447	298	300	301	265	273	276
170638	4652	0	0	0	0	0	0
170639	3496	0	0	0	0	0	0
170643	7287	1185	1369	1314	1250	2206	1803
170644	6455	3009	3497	3084	3152	3158	3099
170648	939	0	0	0	0	0	0
170651	605	0	0	0	0	0	0
170654	304	0	0	0	0	0	0
170656	748	0	0	0	0	0	0
170657	493	0	0	0	0	0	0
170658	500	794	681	754	728	565	802
170676	6667	0	0	0	0	0	0
170677	4304	0	0	0	0	0	0
170706	1017	0	0	0	0	0	1
170707	5746	1792	2108	1901	1858	2009	1791
170711	3461	0	0	0	0	0	0
170716	1711	83	108	102	146	230	144
170718	1520	1923	2053	1993	1889	1674	1899
170719	5074	2522	2680	2267	3376	3180	3292
170720	3958	12	16	16	35	62	59
170721	4300	0	0	0	1	0	1
170722	1863	0	0	0	0	0	0
170725	3705	0	0	0	0	0	0
170728	2981	452	537	581	398	396	395
170729	4010	0	0	0	0	0	0
170731	4377	928	1128	1139	1075	1108	1173
170732	1340	14	18	13	10	25	4
170733	1177	0	1	0	2	1	1
170734	1969	0	0	0	0	0	0
170735	1359	0	0	0	0	0	1
170736	3705	21	19	27	105	31	81
170737	5686	2540	2595	2558	2380	2903	2015
170738	3798	0	0	0	0	0	0
170740	5021	67	114	102	152	152	172
170741	1020	1	1	1	12	2	8
170742	1257	170	141	141	247	217	243
170743	3746	19	1	6	110	9	28
170744	3158	0	1	0	6	3	5
170745	3498	1	0	0	1	4	3
170748	954	218	270	267	339	266	329
170749	5692	1705	1810	1579	1911	1805	1964
170750	2406	615	678	728	966	869	950
170752	2075	1	2	2	1	5	4
170753	13844	611	830	679	630	1260	900
170755	5622	2239	2266	2177	1843	2093	2393
170756	2881	182	189	212	326	369	274
170757	4106	0	0	0	3	2	2
170758	1078	18	18	9	18	21	13
170759	3915	1474	1495	1562	1731	1573	1423
170760	3471	1638	1715	1422	1966	1908	1926
170761	2181	0	0	0	0	1	1
170762	6404	2143	2536	2481	1468	1377	1498
170763	2710	572	555	541	668	637	704
170765	1529	0	0	0	0	0	0
170767	2162	430	400	415	446	394	452
170768	5285	2146	2161	1947	2905	2213	2660
170770	1976	145	82	173	193	74	183
170771	1359	0	0	0	0	0	0
170772	6204	2684	2463	2046	3768	3381	3305
170776	1550	1	1	0	1	1	0
170779	863	0	0	0	0	0	0
170780	1771	0	0	0	0	0	0
170786	1484	0	0	0	0	0	0
170787	2705	567	661	674	955	830	851
170788	4702	6	0	2	9	1	7
170789	1151	210	196	213	252	228	252
170790	2329	0	0	0	0	0	0
170791	2812	6787	6632	5578	7661	7055	7665
170799	3932	243	328	305	188	138	220
170813	1012	1	2	2	11	0	2
170822	4191	507	502	489	709	733	707
170823	2097	288	281	292	252	257	305
170826	3656	98	126	127	47	59	47
170828	1187	0	0	0	0	0	0
170829	1409	73	59	55	91	49	58
170833	2617	82	99	111	154	162	123
170834	873	0	0	0	0	0	0
170835	3473	1	0	0	0	3	2
170930	998	1604	1526	1517	1431	1216	1587
170935	4223	0	2	3	0	0	0
170936	2869	267	356	334	456	508	470
170938	2948	203	215	186	272	242	245
170939	461	0	0	0	0	0	0
170947	3397	1	0	1	0	0	0
170952	905	0	0	0	0	0	0
171095	2272	0	0	0	0	1	1
171166	1712	32	6	11	26	6	21
171167	4546	216	243	198	143	215	163
171168	2429	0	0	0	1	0	2
171170	8671	2614	2515	2455	1388	1601	1836
171171	1770	59	78	87	82	127	140
171180	3277	0	0	0	0	0	0
171183	909	0	0	0	0	0	0
171184	918	0	0	0	0	0	0
171185	891	0	0	0	0	0	0
171186	909	0	0	0	0	0	0
171187	918	0	0	0	0	0	0
171188	2442	3	1	2	1	0	3
171189	912	0	0	0	0	0	0
171190	1020	0	0	0	0	0	0
171191	891	0	0	0	0	0	0
171192	948	0	0	0	0	0	0
171193	912	0	0	0	0	0	0
171194	894	0	1	1	0	0	0
171195	909	0	0	0	0	0	0
171196	909	0	0	0	0	0	0
171197	909	0	0	0	0	0	0
171198	909	0	0	0	0	0	0
171199	900	0	0	0	0	0	0
171200	927	0	0	0	0	0	0
171201	894	0	0	0	0	0	0
171202	912	0	0	0	0	0	0
171203	1051	0	0	0	0	0	0
171205	1213	0	0	0	0	0	0
171206	912	0	0	0	0	0	0
171207	3321	2402	2747	3141	3988	3585	3372
171209	1942	2	4	5	9	8	4
171210	2200	172	186	183	327	377	370
171211	2402	159	156	182	968	1037	1068
171212	4702	504	441	541	1207	1169	1270
171224	921	0	0	0	0	0	0
171225	897	0	0	0	0	0	0
171226	1443	0	0	0	0	0	0
171227	1159	0	0	0	0	0	0
171228	897	0	0	0	0	0	0
171229	1027	0	0	0	0	0	0
171230	936	0	0	0	0	0	0
171231	951	0	0	0	0	0	0
171232	990	0	0	0	0	0	0
171233	1781	0	1	0	0	0	1
171234	870	0	0	0	0	0	0
171235	1121	0	0	0	0	0	0
171236	960	0	0	0	0	0	0
171237	912	0	0	0	0	0	0
171238	927	0	0	0	0	0	0
171239	975	0	0	0	0	0	0
171240	915	0	0	0	0	0	0
171241	918	0	0	0	0	0	0
171242	942	0	0	0	0	0	0
171243	921	0	0	0	0	0	0
171244	921	0	0	0	0	0	0
171245	972	0	0	0	0	1	0
171246	939	1	0	0	0	0	1
171247	1104	0	0	0	0	0	0
171248	1104	0	0	0	0	0	0
171249	1155	0	0	0	0	0	0
171250	939	0	0	0	0	0	0
171251	951	0	0	0	0	0	0
171252	927	0	0	0	0	0	0
171253	903	0	0	0	0	0	0
171254	903	0	0	0	0	0	0
171255	903	0	0	0	0	0	0
171256	897	0	0	0	0	0	0
171257	1088	0	0	0	0	0	0
171258	909	0	0	0	0	0	0
171259	960	0	0	0	0	1	0
171260	951	0	0	0	0	0	0
171261	888	0	0	0	0	0	0
171262	897	0	0	0	0	0	0
171263	999	0	0	0	0	0	0
171264	1524	0	0	0	0	0	0
171265	960	0	0	0	0	0	0
171266	1011	0	0	0	0	0	0
171267	957	0	0	0	0	0	0
171268	915	0	0	0	0	0	0
171269	921	0	0	0	0	0	0
171270	936	0	0	0	0	0	0
171271	897	0	0	0	0	1	0
171272	939	1	0	0	0	0	0
171273	897	0	0	0	0	0	0
171274	927	0	0	0	0	0	0
171275	1074	0	0	0	0	0	0
171277	897	0	0	0	0	0	0
171278	897	0	0	0	0	0	0
171279	897	1	0	0	1	1	0
171281	2594	0	0	0	0	0	0
171282	2325	0	0	0	1	0	0
171283	2098	0	0	0	0	0	0
171284	3384	0	0	0	0	0	0
171285	2725	0	0	2	2	1	5
171286	3245	0	3	1	0	6	3
171382	3844	0	0	0	0	0	0
171388	1788	0	1	0	0	0	2
171395	7915	0	0	0	0	0	0
171405	2152	0	0	0	0	0	0
171429	3143	61	53	48	75	58	77
171463	8220	1	0	0	2	1	1
171469	2253	0	0	0	0	0	0
171486	3317	198	201	220	268	239	249
171504	3600	2	3	6	41	7	10
171506	1114	0	0	0	0	0	0
171508	2034	68	60	62	150	141	185
171530	1002	1	0	1	0	1	0
171531	4484	0	0	0	0	0	0
171543	4633	894	957	613	5719	7817	4729
171567	3011	443	466	412	403	368	385
171580	3563	1341	1390	1685	1504	1554	1501
191578	3688	466	484	489	339	352	311
192113	3951	0	0	0	0	0	0
192119	9851	2991	3486	3183	3143	3387	3226
192120	1743	2	3	4	4	2	1
192136	1727	2	1	1	4	8	7
192140	3216	1	0	0	0	0	0
192156	1864	125	125	147	193	167	174
192157	7015	749	802	622	761	781	798
192159	7481	11548	13314	12862	9956	10059	10394
192160	3742	1587	1624	1657	1683	1632	1652
192161	5341	0	0	0	0	0	0
192163	5230	0	0	0	0	0	0
192164	5254	0	0	0	0	0	0
192166	3078	0	2	1	2	2	3
192167	5673	0	0	0	0	0	0
192169	1531	432	509	554	488	416	549
192170	1463	1608	1687	1648	1092	1022	1267
192173	1205	885	832	809	985	957	980
192174	2952	767	805	776	720	671	802
192176	8347	4464	5093	5138	5796	5153	6347
192185	3101	1286	1320	1434	1526	1357	1594
192187	7995	83	67	95	43	30	42
192188	8133	3	0	0	8	5	7
192190	12750	0	0	0	0	0	0
192191	3013	428	465	471	334	343	385
192192	2347	866	829	936	1236	1134	1181
192193	5858	1319	1455	1461	2068	1792	2042
192194	1028	0	0	0	0	0	1
192195	11270	1690	1950	1744	2710	3434	2765
192196	6410	5248	5561	5061	4070	4518	4530
192197	3656	390	455	390	518	582	506
192198	3622	0	0	1	1	1	2
192199	1834	0	0	0	0	0	0
192200	725	0	0	0	0	0	0
192201	574	0	0	0	0	0	0
192212	4266	0	0	0	0	0	0
192216	4082	0	0	0	0	0	0
192231	3401	949	1067	991	1070	992	1136
192232	2846	327	354	363	444	398	419
192236	2754	540	640	678	724	654	691
192285	6912	644	760	645	1022	1079	992
192287	3061	326	359	390	581	563	718
192289	2255	0	0	0	0	0	0
192292	2146	1277	1404	1368	1917	1664	1847
192650	699	0	0	0	0	0	1
192651	3006	0	0	1	0	0	2
192652	6909	650	550	598	1138	1014	914
192653	764	0	0	1	0	0	1
192654	2706	711	641	650	805	838	790
192656	1901	381	366	393	357	362	381
192657	3652	1493	1972	1855	1229	1888	1645
192658	1677	0	0	0	0	0	0
192662	2732	6412	6682	6968	7922	6990	7825
192663	3626	1	3	7	6	8	3
192678	3425	1375	1454	1357	1454	1164	1516
192734	4601	0	0	0	0	1	0
192775	2853	0	0	0	1	0	0
192786	8189	2183	2521	2204	3550	4630	3922
192897	6169	2	0	4	7	3	19
192950	4893	32	29	37	64	40	49
192970	1421	131	169	146	195	187	166
192976	1984	86	78	80	50	56	48
192986	2376	61	73	80	74	67	78
193003	3014	16	10	16	19	27	36
193022	617	0	0	0	0	0	0
193034	2520	0	0	0	0	1	0
193043	1823	53	64	68	77	95	62
193053	939	0	0	0	0	0	0
193116	3732	1309	1492	1405	1616	1456	1693
193217	3263	0	0	0	0	0	0
193280	3382	39	47	55	29	41	31
193286	883	3	2	1	1	3	3
193322	1812	0	0	2	0	0	0
193385	6968	3118	3394	3293	7121	8525	8234
193452	2703	135	161	148	104	80	69
193453	1159	0	0	0	0	0	0
193574	364	0	0	0	0	0	0
193587	337	0	0	0	0	0	0
193670	2867	350	441	343	487	431	476
193736	1835	757	808	824	442	468	436
193740	2798	8	13	5	32	26	31
193742	1945	527	484	534	847	694	736
193796	4610	684	648	634	1312	1191	1147
193813	2275	408	436	387	551	531	585
193838	1521	119	150	130	196	239	159
194126	2812	0	3	1	4	6	7
194219	1762	0	1	1	3	3	1
194225	1833	0	0	0	0	0	0
194227	1838	0	0	0	0	0	0
194231	2467	2	0	0	0	0	0
194237	4067	0	0	0	0	0	0
194268	2942	201	182	205	215	239	203
194292	469	0	0	0	0	0	0
194309	1288	0	0	1	0	0	2
194352	2600	0	0	0	0	0	0
194357	1860	0	0	0	0	0	0
194388	10907	2203	2328	2182	2650	2680	2457
194401	2894	0	1	0	2	2	6
194433	924	0	0	0	0	0	0
194588	1264	0	0	0	0	0	0
194590	7630	0	0	0	4	0	1
194597	2657	0	0	0	0	0	0
194604	1257	0	0	0	0	0	0
194655	3982	90	137	161	87	91	104
194735	1194	0	1	0	0	0	0
194738	805	0	0	0	0	0	0
194744	1111	31	21	25	17	21	14
